1	0.777148969	0.435777107	0.561934515	0.365586606
2	0.825745721	0.620757731	0.639093008	0.539165099
3	0.8380266	0.715597243	0.676980277	0.619713297
4	0.837733061	0.738068514	0.712274682	0.67166192
5	0.838642276	0.73846262	0.722235943	0.693803307
6	0.843406283	0.74260159	0.732816372	0.705739084
7	0.844475022	0.747932897	0.74162247	0.716410817
8	0.843409833	0.751199713	0.752510098	0.727908721
9	0.845345618	0.755435696	0.7580105	0.734686806
10	0.844816293	0.758043855	0.760817688	0.738907299
